"","occurrence_no","phylum","class","order","family","genus","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","diet","diet_basis","ref_author","ref_pubyr"
"133",16207,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"134",16239,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Ambigostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"135",16240,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"136",16258,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Etea","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"137",16259,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"138",16260,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Tenea","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"139",16298,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"140",16299,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"141",16300,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"142",16311,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"143",16312,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Tenea","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"144",16336,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"145",16337,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"146",16340,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"147",16341,"Mollusca","Bivalvia","Trigoniida","Pterotrigoniidae","Gabbigonia","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"148",16362,"Mollusca","Bivalvia","Pandorida","Clavagellidae","Ascaulocardium","","","facultatively mobile","Bivalvia","infaunal","Bivalvia","suspension feeder","Bivalvia","Jablonski and Raup 1999",1999
"149",16366,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"150",16367,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"151",16370,"Mollusca","Bivalvia","Hippuritida","Caprinulidae","Caprotina","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"152",16379,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Tenea","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"153",16380,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Tenea","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"154",16398,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"155",16421,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Neiloides","","","slow-moving","Nuculida","infaunal","Nuculida","deposit feeder","Nuculida","Jablonski and Raup 1999",1999
"156",16435,"Mollusca","Bivalvia","Veneroidei","NO_FAMILY_SPECIFIED","Protagelus","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"157",16445,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Matsudagonia","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"158",16450,"Mollusca","Bivalvia","Nuculida","NO_FAMILY_SPECIFIED","Cnestriella","","","slow-moving","Nuculida","infaunal","Nuculida","deposit feeder","Nuculida","Jablonski and Raup 1999",1999
"159",16461,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Izumia","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"160",16466,"Mollusca","Bivalvia","Veneroidei","NO_FAMILY_SPECIFIED","Mesochione","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"161",16477,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Tenea","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"162",16480,"Mollusca","Bivalvia","Trigoniida","Steinmanellidae","Yaadia","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"163",16502,"Mollusca","Bivalvia","Trigoniida","Laevitrigoniidae","Laevitrigonia (Eselaevitrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"164",16503,"Mollusca","Bivalvia","Trigoniida","Pterotrigoniidae","Oistotrigonia","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"165",16532,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"166",16545,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Agriopleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"167",16546,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Bournonia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"168",16547,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Bournonia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"169",16548,"Mollusca","Bivalvia","Hippuritida","Requieniidae","Apricardia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"170",16549,"Mollusca","Bivalvia","Hippuritida","Requieniidae","Apricardia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"171",16550,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"172",16551,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"173",16552,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"174",16553,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"175",16554,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"176",16555,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"177",16556,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"178",16557,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"179",16558,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"180",16559,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"181",16560,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Bournonia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"182",16561,"Mollusca","Bivalvia","Hippuritida","Monopleuridae","Gyropleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"183",16568,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Lapeirousia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"184",16569,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Lapeirousia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"185",16570,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Lapeirousia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"186",16571,"Mollusca","Bivalvia","Hippuritida","Monopleuridae","Monopleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"187",16572,"Mollusca","Bivalvia","Hippuritida","Monopleuridae","Monopleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"188",16573,"Mollusca","Bivalvia","Hippuritida","Monopleuridae","Monopleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"189",16574,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Praeradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"190",16575,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Praeradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"191",16576,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Praeradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"192",16577,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Praeradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"193",16578,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Praeradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"194",16579,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"195",16580,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"196",16581,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"197",16582,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"198",16583,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"199",16584,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"200",16585,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"201",16586,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"202",16587,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolitella","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"203",16588,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolitella","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
