,occurrence_no,early_interval,late_interval,max_ma,max_ma_error,max_ma_method,min_ma,min_ma_error,min_ma_method,direct_ma_value,direct_ma_error,direct_ma_method,formation,member,spatial_resolution,collection_dates,ref_author,ref_pubyr,Late_Age,Early_Age,min_Ma,max_Ma,Ref
67619,601750,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Cenizo,Black Sandstones and Breccias,,,Philip and Jaillard 2004,2004,,,,,
67622,601954,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Ahlen,Vorhelm,,,Giers 1964,1964,,,,,
67638,602004,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Rio Mayer,,,,Medina and Riccardi 2005,2005,,,,,
67680,602144,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Kaguyak,,,1953,Jones 1963,1963,,,,,
67814,602850,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Piedra Clavada,,,,Medina and Riccardi 2005,2005,,,,,
67849,602886,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Pabellon,,,,Cooper et al. 1989,1989,,,,,
67887,603227,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,El Cajon,,,,Garcia-Barrera 2006,2006,,,,,
67900,603243,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Mal Paso,upper,,,Garcia-Barrera 2006,2006,,,,,
67919,603266,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Cumburindio,lower,,,Garcia-Barrera 2006,2006,,,,,
67929,603276,Late Aptian,Early Albian,119.57,NA,,110.1,NA,,NA,NA,,Fossil Bluff,,,,Doyle 1987,1987,,,,,
67942,603290,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Neptune Glacier,,,,Doyle 1987,1987,,,,,
67951,603299,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,El Abra,,,,Alencaster and Aguilar-Perez 1995,1995,,,,,
68000,603359,Albian,Cenomanian,113.2,NA,,93.9,NA,,NA,NA,,Sierra Madre,,,,Garcia-Barrera 2006,2006,,,,,
68008,603367,Late Campanian,Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Angostura,,,,Pons et al. 2016,2016,,,,,
68061,603684,Late Barremian,Early Aptian,125.77,NA,,119.57,NA,,NA,NA,,Kharaib,Middle,,,Masse et al. 1998,1998,,,,,
68108,603766,Aptian,Albian,121.4,NA,,100.5,NA,,NA,NA,,Chaqiela,,,,Wen 2000,2000,,,,,
68113,603776,Aptian,Albian,121.4,NA,,100.5,NA,,NA,NA,,Kangbadongshan,,,,Wen 2000,2000,,,,,
68135,603799,Cenomanian,Coniacian,100.5,NA,,85.7,NA,,NA,NA,,Kangbacunkou,,,,Wen 2000,2000,,,,,
68182,603846,Early Berriasian,,143.1,NA,,141,NA,,NA,NA,,Bazhenov,,,,Zakharov et al. 1999,1999,,,,,
68190,603858,Late Berriasian,Early Valanginian,139.1,NA,,132.6,NA,,NA,NA,,Megion,Sub-Achimovka,,,Zakharov et al. 1999,1999,,,,,
68231,603934,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Vartovskaya,,,,Zakharov et al. 1999,1999,,,,,
68255,603963,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Ust'-Balyk,,,,Zakharov et al. 1999,1999,,,,,
68307,604156,Late Berriasian,,139.1,NA,,137.05,NA,,NA,NA,,Argiles de Lamoriciere,,,,Benest et al. 1996,1996,,,,,
68347,604590,Danian,,66,NA,,61.66,NA,,NA,NA,,Prince Creek,,,,Marincovich 1993,1993,,,,,
68374,604798,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Ocozocoautla,,,,Alencáster and Omaña 2006,2006,,,,,
68379,604910,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,La Luna,,,,Rutsch and Salvador 1954,1954,,,,,
68391,604934,Middle Albian,Early Cenomanian,110.1,NA,,93.9,NA,,NA,NA,,Cogollo,,,,Rutsch and Salvador 1954,1954,,,,,
68421,605647,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Heath,,,,Olsson 1931,1931,,,,,
68451,605710,Early Turonian,Middle Turonian,93.9,NA,,89.8,NA,,NA,NA,,Bykov,,,,Shimizu 1935,1935,,,,,
68561,606079,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Bhuj,Ghuneri,,,Rudra and Bardhan 2006,2006,,,,,
68569,606115,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Allaru,,,,Henderson and McKenzie 2002,2002,,,,,
68578,606374,Selandian,Thanetian,61.66,NA,,56,NA,,NA,NA,,Kauru,,,,Gage 1957,1957,,,,,
68720,606533,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Ladce,,,,Vasicek 2005,2005,,,,,
68764,606611,Late Berriasian,Early Valanginian,139.1,NA,,132.6,NA,,NA,NA,,Olivetska Hora,,,,Nekvasilova 1982,1982,,,,,
68765,606629,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Brenton,,,,Cooper 1979,1979,,,,,
68774,606653,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Tapui Glauconitic Sandstone,,,,Gage 1957,1957,,,,,
69043,607355,Runangan,,36.7,NA,,34.6,NA,,NA,NA,,Totara Limestone,Weston,,,Gage 1957,1957,,,,,
69067,607380,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Guchuochun,,,,Li and Grant-Mackie 1988,1988,,,,,
69365,607774,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,B3/C1,,,,Saucède and Néraudeau 2006,2006,,,,,
69376,607971,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Miravetes,,,,Aguado et al. 2000,2000,,,,,
69495,608267,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Lowell,Perilla,,,Stoyanow 1949,1949,,,,,
69551,608365,Middle Albian,Late Albian,110.1,NA,,100.5,NA,,NA,NA,,Kitanada,,,,Teraoka et al. 1980,1980,,,,,
69552,608367,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Oguwa,,,,Teraoka et al. 1980,1980,,,,,
69571,608389,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Ishibiki,,,,Teraoka et al. 1980,1980,,,,,
69572,608391,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Yorimatsu,,,,Teraoka et al. 1980,1980,,,,,
69581,608628,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Rio Hatillo,,,,Myczynski and Iturralde-Vinent 2005,2005,,,,,
69614,609363,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Pieniny Limestone,,,,Psczólkowski and Myczyñski 2004,2004,,,,,
69634,609604,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Sundays River,,,,Shone 1986,1986,,,,,
69643,609613,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Tollo,,,,Aguado et al. 2000,2000,,,,,
69865,610407,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Springhill,,,,Riccardi 1977,1977,,,,,
69887,610432,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Calcaire Inferieur,,,,Ettachfini et al. 1998,1998,,,,,
69894,610439,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Argiles Brunes,,,,Ettachfini et al. 1998,1998,,,,,
70077,611163,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Biancone,,,,Faraoni et al. 1997,1997,,,,,
70452,612359,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Denton,,,,Laughbaum 1960,1960,,,,,
70574,612809,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Garschella,,,,Kollmann 2002,2002,,,,,
70610,613264,Late Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Makatini,,,,Kennedy and Klinger 1975,1975,,,,,
70659,613376,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Marnes à Toxaster,,,,Rey 1972,1972,,,,,
70681,613443,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Calcaires récifaux,,,,Rey 1972,1972,,,,,
70682,613528,Early Berriasian,,143.1,NA,,141,NA,,NA,NA,,Giumal Sandstone,,,,Pathak 1997,1997,,,,,
70725,613882,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Shinarish,,,,Kennedy and Lunn 2000,2000,,,,,
70769,614120,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Mzinene,,,,Kennedy and Klinger 1975,1975,,,,,
70913,614431,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Maputo,,,,Doyle 1987,1987,,,,,
70930,614682,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,St Lucia,,,,Kennedy and Klinger 1977,1977,,,,,
70937,614694,Berriasian,Valanginian,143.1,NA,,132.6,NA,,NA,NA,,Chester Cone,,,,Crame 1996,1996,,,,,
70966,615131,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Lignites de Traiguera,,,,Canérot and Collignon 1983,1983,,,,,
71052,616565,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Slippery Rock,,,,Sohl and Kollmann 1985,1985,,,,,
72098,617887,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,"""Titanosarcolites limestone""",,,,Sohl and Kollmann 1985,1985,,,,,
72107,617896,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,"shales below ""Titanosarcolites limestone""",,,,Sohl and Kollmann 1985,1985,,,,,
72117,617908,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Woodland Shale,,,,Sohl and Kollmann 1985,1985,,,,,
72118,617909,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Maldon Limestone,,,,Sohl and Kollmann 1985,1985,,,,,
72120,618032,Early Berriasian,,143.1,NA,,141,NA,,NA,NA,,Ladegardsaen,"""c""",,,Hakansson et al. 1981,1981,,,,,
72146,618082,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Kulomzin,,,,Kaim et al. 2004,2004,,,,,
72148,618084,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Gankin,,,,Kaim et al. 2004,2004,,,,,
72154,618472,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Khorasoim,,,,Kaim et al. 2004,2004,,,,,
72166,618590,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,"""Barretia Limestone""",,,,Sohl and Kollmann 1985,1985,,,,,
72167,618591,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Stapleton,,,,Sohl and Kollmann 1985,1985,,,,,
72168,618594,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Habana?,,,,Sohl and Kollmann 1985,1985,,,,,
72169,618595,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Habana,,,,Sohl and Kollmann 1985,1985,,,,,
72177,618605,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Rio Belgrano,,,,Aguirre-Urreta 1989,1989,,,,,
72183,618625,Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Puesto El Alamo,,,,Aguirre-Urreta 1989,1989,,,,,
72184,618627,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Cerro Cazador,,,,Aguirre-Urreta 1989,1989,,,,,
72189,618636,Berriasian,Early Valanginian,143.1,NA,,132.6,NA,,NA,NA,,Mulichinco,,,,Aguirre-Urreta 1989,1989,,,,,
72190,618638,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Mata Amarilla,,,,Aguirre-Urreta 1989,1989,,,,,
72195,618647,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Edwards Limestone,'Caprina limestone',,,Sohl and Kollmann 1985,1985,,,,,
72197,618649,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Buda Limestone?,,,,Sohl and Kollmann 1985,1985,,,,,
72198,618651,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Devils River Limestone,,,,Sohl and Kollmann 1985,1985,,,,,
72238,618700,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Pozas,Reves,,,Sohl and Kollmann 1985,1985,,,,,
72243,618705,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Melones,,,,Sohl and Kollmann 1985,1985,,,,,
72244,618706,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Coamo,,,,Sohl and Kollmann 1985,1985,,,,,
72246,618708,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Maravillas,,,,Sohl and Kollmann 1985,1985,,,,,
72258,618918,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Branderfleck,,autochthonous,,Smettan 1997,1997,,,,,
72303,618967,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,El Rayo,,,,Sohl and Kollmann 1985,1985,,,,,
72305,618969,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Cotui,,,,Sohl and Kollmann 1985,1985,,,,,
72440,620314,Aptian,Albian,121.4,NA,,100.5,NA,,NA,NA,,Ixcoy,,,,Scott 1995,1995,,,,,
72445,620319,Campanian,Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Campur,,,,Scott 1995,1995,,,,,
72449,620328,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Hummar,,,,Perrilliat et al. 2006,2006,,,,,
72457,620521,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Shuayb,,,,Perrilliat et al. 2006,2006,,,,,
72473,620537,Middle Cenomanian,Late Cenomanian,100.5,NA,,93.9,NA,,NA,NA,,Fuheis,,,,Perrilliat et al. 2006,2006,,,,,
72489,620919,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Cotui Limestone,,,,Sohl and Kollmann 1985,1985,,,,,
72490,620925,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Sabana Grande,,,,Sohl and Kollmann 1985,1985,,,,,
72494,621169,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Horsethief,,,,Bibler and Schmitt 1986,1986,,,,,
72495,621994,Late Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Cal Trumfo,,,,Gallemi et al. 1983,1983,,,,,
72498,621997,Early Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Congost,,,,Gallemi et al. 1983,1983,,,,,
72503,622009,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Carregador de Carreu,,,,Gallemi et al. 1983,1983,,,,,
72524,622033,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Coll de Jovell,,,,Gallemi et al. 1983,1983,,,,,
72528,622040,Coniacian,Early Santonian,89.8,NA,,83.6,NA,,NA,NA,,Montagut,,,,Gallemi et al. 1983,1983,,,,,
72539,622051,Coniacian,Santonian,89.8,NA,,83.6,NA,,NA,NA,,Anseroles,,,,Gallemi et al. 1983,1983,,,,,
72540,622056,Late Coniacian,Santonian,89.8,NA,,83.6,NA,,NA,NA,,Texanitid Marls,,,,Gallemi et al. 1983,1983,,,,,
72572,622111,Early Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Balco del Cucut,,,,Gallemi et al. 1983,1983,,,,,
72585,622181,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Collades de Basturs,,,,Gallemi et al. 1983,1983,,,,,
72616,622231,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Podega,,,,Gallemi et al. 1983,1983,,,,,
72619,622239,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Vila Vella,,,,Gallemi et al. 1983,1983,,,,,
72622,622246,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Montesquiu,,,,Gallemi et al. 1983,1983,,,,,
72627,622264,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Vallcarga,Puimanyons Olistostrome,,,Gallemi et al. 1983,1983,,,,,
72658,622503,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,La Cadiere d'Azur,,,,Grosheny and Philip 1989,1989,,,,,
72666,622658,Danian,,66,NA,,61.66,NA,,NA,NA,,López de Bertodano,,,,Stilwell et al. 2004,2004,,,,,
72883,623221,Late Campanian,Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Melissano Limestone,,,,Cestari and Sirna 1987,1987,,,,,
72890,623233,Late Campanian,Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Galatina Dolomite,,,,Cestari and Sirna 1987,1987,,,,,
72896,623358,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Cima delle Murelle,,,,Sanders 1996,1996,,,,,
72931,623722,Late Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Yunoki,,,,Kozai 1986,1986,,,,,
73028,624133,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Gildehausen Sandstone,,,,Bramer and Kemper 1966,1966,,,,,
73039,624161,Late Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Niobrara,Smoky Hill Chalk,parautochthonous,2005,Everhart and Ewell 2006,2006,,,,,
73045,624836,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Danish White Chalk,,,,Birkelund 1993,1993,,,,,
73049,624840,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Hilo,,,,Villamil 1998,1998,,,,,
73232,625323,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Rügen White Chalk,,,,Birkelund 1993,1993,,,,,
73274,625463,Late Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Urgonien blanc,,,,Masse et al. 1998,1998,,,,,
73281,625476,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Qahlah,,,,Gameil 2005,2005,,,,,
73297,625515,Late Campanian,Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Simsima,,,,Gameil 2005,2005,,,,,
73389,625696,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Punta del Cobre,,,,Mourgues 2004,2004,,,,,
73391,625698,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Abundancia,,,,Mourgues 2004,2004,,,,,
73394,625701,Late Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Nantoco,Lower,,,Mourgues 2004,2004,,,,,
73395,625702,Early Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Totoralillo,,,,Mourgues 2004,2004,,,,,
73534,626009,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Chaume,II,,,Philip 1983,1983,,,,,
73538,626015,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Bastida,II,,,Philip 1983,1983,,,,,
73541,626047,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Torrella,I,,,Philip 1983,1983,,,,,
73588,626576,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Tokama Siltstone,,,,Wellman 1953,1953,,,,,
73603,626596,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Otekaike Limestone,,,,Wellman 1953,1953,,,,,
73638,626633,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Weka Pass Limestone,,,,Wellman 1953,1953,,,,,
73718,626739,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Senyus,,,,Schöllhorn 1997,1997,,,,,
73730,626825,Late Cenomanian,Early Turonian,100.5,NA,,89.8,NA,,NA,NA,,Bari Limestone,,,,Iannone and Laviano 1980,1980,,,,,
73757,629417,Kaiatan,,39.1,NA,,36.7,NA,,NA,NA,,Waikareka Volcanic,,,,Gage 1957,1957,,,,,
73969,630980,Duntroonian,,27.3,NA,,25.2,NA,,NA,NA,,Kokoamu Greensand,,,,Gage 1957,1957,,,,,
73977,630988,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Deborah Volcanic,,,,Gage 1957,1957,,,,,
74018,635133,Late Berriasian,,139.1,NA,,137.05,NA,,NA,NA,,Jydegaard,Tornhøj,autochthonous,,Rees 2000,2000,,,,,
74019,636529,Early Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Camarillas,,,,Ruiz-Omeñaca et al. 2005,2005,,,,,
74071,639701,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Rushin,,,,Honda 1986,1986,,,,,
74076,639707,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Yubetsu,,,,Honda 1986,1986,,,,,
74082,639713,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Shitakara,,,,Honda 1986,1986,,,,,
74102,639733,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Shakubetsu,,,,Honda 1986,1986,,,,,
74151,640119,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Durstyn,Rogoznik,,,Tomasovych 2006,2006,,,,,
74153,640128,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Dursztyn,Rogoznik,,,Tomasovych 2006,2006,,,,,
74157,640249,Early Berriasian,,143.1,NA,,141,NA,,NA,NA,,Malone,Upper,,,Albritton 1937,1937,,,,,
74160,640252,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Torcer,,,,Albritton 1937,1937,,,,,
74176,640414,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Tosakamo,,,,Tashiro and Matsuda 1986,1986,,,,,
74219,640908,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Bunjo,,,,Tashiro and Matsuda 1986,1986,,,,,
74236,640927,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Kurohara,,,,Tashiro and Matsuda 1986,1986,,,,,
74240,640931,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Yotsushiro,,,,Tashiro and Matsuda 1986,1986,,,,,
74339,641199,Late Berriasian,,139.1,NA,,137.05,NA,,NA,NA,,Spilsby Sandstone,Upper Spilsby,,,Kelly 1984,1984,,,,,
74340,641200,Early Berriasian,,143.1,NA,,141,NA,,NA,NA,,Sandringham Sandstone,Mintlyn,,,Kelly 1984,1984,,,,,
74342,641203,Early Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Luckowska,,,,Vasicek 2006,2006,,,,,
74586,641814,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Brasov,,,,Avram and Gradinaru 1993,1993,,,,,
74624,642110,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Claxby Ironstone,,,,Kelly 1984,1984,,,,,
74641,642486,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Kotick Point,,,,Crame 1985,1985,,,,,
74642,642487,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Whisky Bay,,,,Crame 1985,1985,,,,,
74653,642707,Middle Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Pigeon Point,,,1989,Squires and Saul 2005,2005,,,,,
74654,643415,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Nkalagu Shale,,,,Gebhardt 2001,2001,,,,,
74669,643681,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Misakubo,,,,Tashiro 1988,1988,,,,,
74683,643712,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Eze-Aku,,,,Zaborski 1987,1987,,,,,
74707,643856,Middle Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Odukpani,,,,Zaborski 1985,1985,,,,,
74714,644884,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Antelope,,,,Squires and Saul 2006,2006,,,,,
74719,645039,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Nkporo Shale,,,,Zaborski 1985,1985,,,,,
74856,646803,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,San Juan Raya,,,,Cserna 1956,1956,,,,,
74860,646807,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Zapotitlan,,,,Cserna 1956,1956,,,,,
74901,647317,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Anahuac,,,,Zachos and Molineux 2007,2007,,,,,
74903,647673,Early Cenomanian,Middle Cenomanian,100.5,NA,,93.9,NA,,NA,NA,,Arnager Greensand,,,,Tröger and Christensen 1991,1991,,,,,
74905,647675,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Arnager Limestone,,,,Tröger and Christensen 1991,1991,,,,,
74943,648139,Early Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Bavnodde Greensand,,,,Tröger and Christensen 1991,1991,,,,,
75060,649805,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Atane,Qilakitsoq,,,Birkelund 1965,1965,,,,,
75062,649807,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Itilli,Aaffarsuaq,,,Birkelund 1965,1965,,,,,
75096,649949,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Wangarlu Mudstone,,,,Henderson 1990,1990,,,,,
75129,650378,Early Santonian,Middle Santonian,85.7,NA,,83.6,NA,,NA,NA,,Särdal Beds,,,,Bergström et al. 1973,1973,,,,,
75139,651188,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Sakasagawa,,,,Kafanov et al. 2005,2005,,,,,
75167,651382,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Arakayskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75195,651842,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Daekhuriinskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75203,651863,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Gennoyshinskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75241,652158,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Gastellovskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75266,652277,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Kholmskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75321,653015,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Machigarskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75375,653089,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Mutnovskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75379,653093,Early Paleocene,,66,NA,,61.66,NA,,NA,NA,,Nizhneduyskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75393,653425,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Nevel'skaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75425,653670,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Pilengskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75427,653715,Early Paleocene,,66,NA,,61.66,NA,,NA,NA,,Sinegorskiy,,,,Kafanov and Ogasawara 2003,2003,,,,,
75454,653742,Early Eocene,,56,NA,,48.07,NA,,NA,NA,,Takaradayskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75493,653782,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Tumskaya,,,,Kafanov and Ogasawara 2003,2003,,,,,
75511,654121,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Omagari,,,,Honda 1989,1989,,,,,
75630,654402,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Toolinna Limestone,,,,Lowry 1970,1970,,,,,
75631,654403,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Wilson Bluff,,,,Lowry 1970,1970,,,,,
75737,655464,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Waita,,allochthonous,,Sakakura 2002,2002,,,,,
75866,656697,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Akabira,,,,Mizuno 1964,1964,,,,,
75873,656706,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Wakkanabi,,,,Mizuno 1964,1964,,,,,
75880,656714,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Takane,,,,Mizuno 1964,1964,,,,,
75881,656717,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Hiragishi,,,,Mizuno 1964,1964,,,,,
